g	  0<E<0.1  	2500.419	34810
g	 0.1<E<eCut	45816.180	99498
g	eCut<E<1000	643.523	9
e	  0<E<0.1  	30.989	518
e	 0.1<E<eCut	13946.606	5863
e	eCut<E<1000	638.761	15
n	  0<E<0.1  	18.063	2121
n	 0.1<E<eCut	1337.025	1171
n	eCut<E<1000	7782.587	54
