g	  0<E<0.1  	2431.504	33694
g	 0.1<E<eCut	45452.740	97770
g	eCut<E<1000	1525.748	18
e	  0<E<0.1  	28.153	499
e	 0.1<E<eCut	13253.126	5543
e	eCut<E<1000	709.425	17
n	  0<E<0.1  	18.447	2104
n	 0.1<E<eCut	1514.814	1235
n	eCut<E<1000	6803.799	58
