g	  0<E<0.1  	2503.257	34883
g	 0.1<E<eCut	47414.890	101820
g	eCut<E<1000	677.922	12
e	  0<E<0.1  	29.468	508
e	 0.1<E<eCut	14136.864	5836
e	eCut<E<1000	422.520	10
n	  0<E<0.1  	18.702	2234
n	 0.1<E<eCut	1544.268	1303
n	eCut<E<1000	7689.174	72
